job_text_clean,Title,Company,Location,Category,RedirectURL
skill experience required bachelor degree computer science math science engineering related degree 12 year technical experience required include 10 year demonstrated experience developing networking technology routing circuit switching packet switching multiprotocol label switching mpls encapsulation protocol well accompanying international government industry standard 4 year planning scheduling req,NETWORK SYSTEM ENGINEER with Security Clearance,CEdge Software Consultants,"Saint Louis, Saint Louis County",IT Jobs,https://www.adzuna.com/land/ad/5350689461?se=rC-_xIup8BG_iNIX1qUrNQ&utm_medium=api&utm_source=183d4472&v=E9012C4F77AB8C23F9A84474B33D505B5A9A6774
overview seeking embedded cyber software developer support cybersecurity initiative secure boot firmware security hardware root trust role involves developing configuring boot loader implementing encryption hashing algorithm managing secure firmware update collaborating cross functional team integrate robust security feature across product lifecycle key responsibility develop sign configure secure boot loader uefi efi,Embedded Engineer - Cyber with Security Clearance,Beacon Hill,"Saint Louis, Saint Louis County",IT Jobs,https://www.adzuna.com/land/ad/5376890321?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=DB730F696EFF9AC2F5F46F609A5AE95AE74D8AD8
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing st louis building future creating innovative solution define next generation aerospace currently seeking structural design engineer level 4 5 develop maintain modify structur,Senior Structural Design Engineer - F-15,BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5446129517?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=85D28B4F22A318932F00261B5DF01B6C7FCABB90
cedge opportunity cyber security engineer senior level located st louis mo ready work alongside world renowned technology expert carry skill opportunity inevitably take career unbelievable level position requires t sci security clearance cyber security engineer senior overall assignment description n2w cyber security engineer serve member n2w active project team providing,Cyber Security Engineer with Security Clearance,CEdge Software Consultants,"Saint Louis, Saint Louis County",IT Jobs,https://www.adzuna.com/land/ad/5332018000?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=C8D2433B299B34886E4570745DF2EC16170B220C
overall assignment description conduct tscm foreign visit gift inspection digital counterexploitation technical evaluation activity technical operation supporting nga tscm program tssc modernization goal office counterintelligence technical ci division maintain familiarization governing national agency level policy ensuring compliance facet reporting training requirement well regulatory guideline duty may inc,TSCM Practitioner support (Level III) with Security Clearance,CEdge Software Consultants,"Saint Louis, Saint Louis County",IT Jobs,https://www.adzuna.com/land/ad/5332021304?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=C4EE0B609BB33FCE0A1929A323B5C83E21262A49
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security bd hiring senior guidance navigation control gnc engineer join flight system engineering capability berkeley mo role support new product design development,Senior Guidance Navigation and Control Engineer,BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5445615437?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=302892FB019AA642773404FEC3E5DE2921C051EF
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing st louis building future creating innovative solution define next generation aerospace currently seeking structural analysis engineer level 4 5 verify structural integrity usin,(15h Left) Senior Structural Analysis Engineer - F-15,BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5445615272?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=8ACF89D7B4AB1410D0C8DC71F6181770F08ABB6D
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing company currently seeking experienced f 15 mission systemscommunications datalink integration engineer join f 15 mission system team located berkeley mo position focus supporting,F-15 Mission Systems Communications and Datalink Integration Engineer,BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5446129492?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=9549401C65EE644685E406F3D1F4533419D02BAA
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing company currently seeking experienced f 15 mission system communication datalink integration engineer join f 15 mission system team located berkeley mo position focus supporting th,(15h Left) F-15 Mission Systems Communications and Datalink Integration Engineer,Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5446129935?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=209E64E5F39BC71757F853193A10592D3B421F6E
tscm practitioner support level 3 conduct tscm foreign visit gift inspection digital counterexploitation technical evaluation activity technical operation supporting nga tscm program tssc modernization goal office counterintelligence technical ci division maintain familiarization governing national agency level policy ensuring compliance facet reporting training requirement well regulatory guideline dutie,TSCM Practitioner support (Level 3) 127-014 with Security Clearance,IC-CAP,"Saint Louis, Saint Louis County",IT Jobs,https://www.adzuna.com/land/ad/5435887693?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=E0483E6BA745200E9A3EE28095DA05AEEEF9ED84
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing company exciting opportunity electronic system design analysis test engineer current emerging program across st louis region including berkeley mo hazelwood mo st charles mo,"Electrical Design, Analysis and Test Engineer - (Signing Bonus Potential)",BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5446129464?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=19215F6E7EE1AE0EC159AAE01BEDE7377629F932
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing company exciting opportunity electronic system design analysis test engineer current emerging program across st louis region including berkeley mo hazelwood mo st charles mo,"Urgent: Electrical Design, Analysis and Test Engineer - (Signing Bonus Potential)",BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5445615147?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=6EDF5435A2DC798A518CD902863B28F0B752B0E7
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing company actively seeking associate system engineer join saint louis based division business unit work location include hazelwood mo saint charles mo berkeley mo boeing focused providin,Associate Systems Engineer,BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5446129241?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=7EFB79D84E1235BEE1F227F15AD27A479EB98821
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security bd team seeking seeking senior design analysis engineer located berkeley mo member team lead development execution new avionics architectur,▷ (Apply in 3 Minutes) F-15 Mission Systems Integration Architect,BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5446130065?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=CEA23EF2EF3CDF0E939FA0EA586FC2ABB7560D9C
figure eight federal f8f leading future ai training data figure eight federal f8f provides accurate reliable human annotated datasets fuel ai machine learning world biggest brand 25 year industry knowledge f8f technology power many ai interaction experience every day solution expertise empower client achieve ai goal make significant impact industry seeking exceptiona,Operations Manager (TS/SCI) with Security Clearance,Figure Eight Federal LLC,"Saint Louis, Saint Louis County",Scientific & QA Jobs,https://www.adzuna.com/land/ad/5332015223?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=963BA94E9BE027253BE34814D7B88D81C91DDF19
system engineer senior overall assignment description n2w deployment system engineer shall provide system engineering system integration project management process schedule documentation support n2w deployment system engineer support enterprise deployment process planning deployment program coordination schedule development mission dependency development documentation deployment ncw enterprise new n2w building n2w deployment syst,System Engineer (Senior) 112-131 with Security Clearance,IC-CAP,"Saint Louis, Saint Louis County",IT Jobs,https://www.adzuna.com/land/ad/5332018266?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=53A0C474831FB5840A23683509CD12AE474D6960
n2w tscm support level 3 conduct tscm foreign visit gift inspection digital counterexploitation technical evaluation activity technical operation supporting nga tscm program tssc modernization goal office counterintelligence technical ci division maintain familiarization governing national agency level policy ensuring compliance facet reporting training requirement well regulatory guideline duty may inclu,N2W TSCM Support (Level 3) 127-015 with Security Clearance,IC-CAP,"Saint Louis, Saint Louis County",IT Jobs,https://www.adzuna.com/land/ad/5435896154?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=2B7987669348083816E20FCED262921D2D043585
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u leading global aerospace company top u exporter boeing develops manufacture service commercial airplane defense product space system customer 150 country u global workforce,Systems Engineer (Experienced or Lead),BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5446400573?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=3A96EF517145EBC25D0D53FADA02EE42851EE84B
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing company exciting opportunity senior electronic system design analysis test engineer fighter program located berkeley mo program include f 18 ea 18g f 15 f 22 production,"Senior Electronic Systems Design, Analysis, and Test Engineer - Fighters - (Signing Bonus Potential)",BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5445615611?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=79C8677433DCF4CCBDC299C2878C7D486989187B
tooling engineer evaluate program project requirement develop complex equipment tooling concept analyze technical data assess impact product engineering design rate estimate also identifying opportunity robotics automation system integration role ensure compliance safety producibility maintainability reliability regulatory requirement key responsibility develop design tooling solution using,Equipment & Tool Engineer with Security Clearance,Beacon Hill,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5352897383?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=1880DBC9228C7024B69CC3CB0E0CE5943B716AED
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security phantom work division seeking experienced mass property engineer hazelwood mo berkeley mo site support upcoming advanced development program individual role,(Only 24h Left) Experienced Mass Properties Engineer,BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5446129161?se=wv0Bxoup8BGqDJIMlid_Ow&utm_medium=api&utm_source=183d4472&v=2A9853CD95C7EEA2FAD66FB4F58FA9ED6ED68B2E
senior data scientist 10 yr experience nga campus west ncw st louis mo must background intelligence experience providing analysis data science intelligence mission must able operate senior level independent environment must proficient creating process around large data set identify analytical discovery must able take discovery provide visualization easily integrated daily,Senior Data Scientist with Security Clearance,Integrity First Technologies LLC,"Saint Louis, Saint Louis County",IT Jobs,https://www.adzuna.com/land/ad/5351213015?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=21AF2D70C04F6D92E4AB626C66B71DDDF53B2B3B
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing company exciting opportunity experienced senior electronic system design analysis engineer current emerging fixed wing fighter program located berkeley mo program include f 47,Urgent: Senior Electronic Systems Design and Analysis Engineer - Mission Computing - Signing Bonus Potential,BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5446400677?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=D7C606A09AB1B83578955C70ADDCDEEBB906DABC
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing company exciting opportunity experienced senior electronic system design analysis engineer current emerging fixed wing fighter program located berkeley mo program include f 47,Senior Electronic Systems Design and Analysis Engineer - Mission Computing - Signing Bonus Potential,BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5446129993?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=C0533244161AE30D154C45C35D093ED7CCF01D60
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing mission system phantom work organization exciting opportunity senior level communication navigation identification cni engineer cni engineering part proprietary program located berkel,"Lead Navigations, Communications, and Data Link Engineer",BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5446129226?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=BC9A72983B64F7253B035A1C2AA1DD3B3FAC5AFF
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing mission system phantom work organization exciting opportunity experience senior level lead mission system crew system engineer position part proprietary program located berkeley,Lead Mission Systems Crew Systems Engineer,BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5445615081?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=44FB9A2F9AC3D388E1EF883E17C3A9B7705009DD
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing mission system phantom work organization exciting opportunity senior level communication navigation identification cni engineer cni engineering part proprietary program located berkel,"(High Salary) Lead Navigations, Communications, and Data Link Engineer",Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5445615350?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=E3B1D94C0ED7B085A1F08F9BE2192C8DFABF961B
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security bd team seeking electronic warefare engineer located berkeley mo position responsibility lead collaboration supplier develop enhance advanced electronic warfare,▷ High Salary: Electrophysics Engineer,BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5446400681?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=E0018B7F08A2F2999DF179D3D3CBAE4B87D64028
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security bd team seeking electronic warefare engineer located berkeley mo position responsibility lead collaboration supplier develop enhance advanced electronic warfare,(15h Left) Electrophysics Engineer,BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5446129762?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=A728A2CB55550A42843159DB9FB774D82996E959
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security bd seeking highly skilled senior level ground hardware architect support phantom work fixed wing proprietary program work berkeley mo joining fast paced program,▷ (High Salary) Ground Systems Hardware Architect,BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5446129240?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=905B5645A1FCD4CFD60D0663B95ABB1CBA470C55
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security bd team seeking experienced electronic system design analysis engineer join team berkeley mo join f 15 7 electrical team look,Experienced Design and Analysis Engineer (Electrical Systems Design),Boeing,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5445615593?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=DE3A81869576E42358700C96BDB2D0A0F01006B1
location hazelwood berkeley missouri 100 onsite must active secret clearance eligible special access clearance contract hire u citizenship required join top tier aerospace defense company leading innovation next generation platform secure system seeking software engineer strong experience embedded system real time development ci cd pipeline support mission critical high security program key responsibility desig,Software Engineer Level 3-5 with Security Clearance,Beacon Hill,"Manchester, Saint Louis County",IT Jobs,https://www.adzuna.com/land/ad/5332020490?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=2FF258F8066C40D9D9084015BC60A1E13EB0E8F0
responsibility role support development innovative system analytics exploitation production dissemination using web remote desktop cloud technology candidate 3 year python c java framework experience 4 year unit testing ci tool gitlab expertise cloud soa web service virtualization role also requires ability plan prioritize confluence jira environment communicate idea clearly across dive,Backend Software Engineer with Security Clearance,Latitude Inc.,"Saint Louis, Saint Louis County",IT Jobs,https://www.adzuna.com/land/ad/5441901811?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=DEDD9E7236ABCA20F18F4DE8710DD876832C054A
job description sql dba location st louis mo local candidate sr dba responsible supporting sql server database ensuring performance availability security within production development environment principal responsibility duty 1 proactively monitor multiple database system ensure available secure service provided customer minimum downtime 2 responsible troubleshooting problem solving dat,SQL Database Administrator,"iBrain Technologies, Inc","Saint Louis, Saint Louis County",IT Jobs,https://www.adzuna.com/land/ad/5442468425?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=11C9BD82961DA898F01651A3FE77796E809D0EDE
description opening senior devops engineer strong networking experience assist development integration deployment sustainment mission critical system responsibility primary duty support deployment microservices via devsecops pipeline within linux based multi tenant environment extensive experience designing implementing securing virtual network within aws experience implementing vpc network connectivity,DevOps Network Engineer with Security Clearance,Aqua IT,"Saint Louis, Saint Louis County",IT Jobs,https://www.adzuna.com/land/ad/5415033847?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=03B2D696B31B423CBFC9E9CABE9EB59E48176709
location st louis mo chantilly va alexandria va 50 remote clearance top secret t sci preferred job description aqua opening experienced devops engineer assist development integration deployment sustainment mission critical system responsibility primary duty support deployment microservices via devsecops pipeline within linux based multi tenant environment develop update maintain gitlab ci cd pipeli,DevOps Engineer with Security Clearance,Aqua IT,"Saint Louis, Saint Louis County",IT Jobs,https://www.adzuna.com/land/ad/5401542111?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=C154B6C5E927A44547EC9965E4F04E32740ED0A8
description saic seeking logistics deployment analyst provide support planning implementing seamless move mission people government customer current location new location position responsible planning defining mission dependency include contingency strategy deployment team seeking person expertly versed deployment logistics associated corporate military relocation effort planning responsibilitie,Logistics Principal,SAIC,"Wellston, Saint Louis County",IT Jobs,https://www.adzuna.com/land/ad/5396768332?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=11C925B6B7BF00F3E628BE81B921380FE333E7FA
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security bd seeking motivated talented senior system engineer level 5 join fighter team st louis missouri region system engineer apply interdisciplinary ap,EA-18G Senior Systems Engineer (15h Left),BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5445614732?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=44F994FD885711B01047B1862E5A436C3A92ADA1
job description boeing innovate collaborate make world better place committed fostering environment every teammate welcoming respectful inclusive great opportunity professional growth find future u boeing defense space security bd air dominance phantom work system engineering integration test seit team seeking senior system engineer support development effort proprietary program berkeley mo,▷ Immediate Start! Senior Systems Engineer,BOEING,"Saint Louis, Saint Louis County",Engineering Jobs,https://www.adzuna.com/land/ad/5445614995?se=YLchx4up8BGej54AcLqpVw&utm_medium=api&utm_source=183d4472&v=2FEC4125F56F59B44D8F1133C24AFE9C51AF1919
